"region","vaccine","year","coverage"
"Eastern Europe & Central Asia","hepbb","2004.0","65.0"
"Eastern Europe & Central Asia","hib3","2004.0","1.0"
"Eastern Europe & Central Asia","mcv1","2004.0","92.0"
"Eastern Europe & Central Asia","mcv2","2004.0","96.0"
"Eastern Europe & Central Asia","pol3","2004.0","93.0"
"Eastern Europe & Central Asia","rcv1","2004.0","57.0"
"Latin America & Caribbean","bcg","2004.0","97.0"
"Latin America & Caribbean","dtp1","2004.0","96.0"
"Latin America & Caribbean","dtp3","2004.0","93.0"
"Latin America & Caribbean","hepb3","2004.0","85.0"
"Latin America & Caribbean","hepbb","2004.0","42.0"
"Latin America & Caribbean","hib3","2004.0","87.0"
"Latin America & Caribbean","mcv1","2004.0","93.0"
"Latin America & Caribbean","mcv2","2004.0","57.0"
"Latin America & Caribbean","pol3","2004.0","92.0"
"Latin America & Caribbean","rcv1","2004.0","92.0"
"Latin America & Caribbean","yfv","2004.0","34.0"
"Middle East & North Africa","bcg","2004.0","93.0"
"Middle East & North Africa","dtp1","2004.0","95.0"
"Middle East & North Africa","dtp3","2004.0","90.0"
"Middle East & North Africa","hepb3","2004.0","85.0"
"Middle East & North Africa","hepbb","2004.0","46.0"
"Middle East & North Africa","hib3","2004.0","21.0"
"Middle East & North Africa","mcv1","2004.0","89.0"
"Middle East & North Africa","mcv2","2004.0","79.0"
"Middle East & North Africa","pol3","2004.0","90.0"
"Middle East & North Africa","rcv1","2004.0","70.0"
"North America","dtp1","2004.0","99.0"
"North America","dtp3","2004.0","96.0"
"North America","hepb3","2004.0","86.0"
"North America","hepbb","2004.0","44.0"
"North America","hib3","2004.0","94.0"
"North America","mcv1","2004.0","93.0"
"North America","mcv2","2004.0","79.0"
"North America","pol3","2004.0","92.0"
"North America","rcv1","2004.0","93.0"
"South Asia","bcg","2004.0","81.0"
"South Asia","dtp1","2004.0","79.0"
"South Asia","dtp3","2004.0","67.0"
"South Asia","hepb3","2004.0","14.0"
"South Asia","hepbb","2004.0","0.0"
"South Asia","hib3","2004.0","0.0"
"South Asia","mcv1","2004.0","65.0"
"South Asia","mcv2","2004.0","1.0"
"South Asia","pol3","2004.0","62.0"
"South Asia","rcv1","2004.0","1.0"
"West & Central Africa","bcg","2004.0","64.0"
"West & Central Africa","dtp1","2004.0","63.0"
"West & Central Africa","dtp3","2004.0","51.0"
"West & Central Africa","hepb3","2004.0","14.0"
"West & Central Africa","hepbb","2004.0","0.0"
"West & Central Africa","hib3","2004.0","4.0"
"West & Central Africa","mcv1","2004.0","52.0"
"West & Central Africa","mcv2","2004.0","0.0"
"West & Central Africa","pol3","2004.0","56.0"
"West & Central Africa","rcv1","2004.0","0.0"
"West & Central Africa","yfv","2004.0","37.0"
"Western Europe","bcg","2004.0","84.0"
"Western Europe","dtp1","2004.0","98.0"
"Western Europe","dtp3","2004.0","96.0"
"Western Europe","hepb3","2004.0","57.0"
"Western Europe","hepbb","2004.0","10.0"
"Western Europe","hib3","2004.0","87.0"
"Western Europe","mcv1","2004.0","91.0"
"Western Europe","mcv2","2004.0","58.0"
"Western Europe","pol3","2004.0","96.0"
"Western Europe","rcv1","2004.0","91.0"
"Global","bcg","2003.0","81.0"
"Global","dtp1","2003.0","84.0"
"Global","dtp3","2003.0","74.0"
"Global","hepb3","2003.0","44.0"
"Global","hepbb","2003.0","9.0"
"Global","hib3","2003.0","18.0"
"Global","mcv1","2003.0","74.0"
"Global","mcv2","2003.0","21.0"
"Global","pol3","2003.0","75.0"
"Global","rcv1","2003.0","22.0"
"Global","yfv","2003.0","17.0"
"East Asia & Pacific","bcg","2003.0","86.0"
"East Asia & Pacific","dtp1","2003.0","92.0"
"East Asia & Pacific","dtp3","2003.0","84.0"
"East Asia & Pacific","hepb3","2003.0","66.0"
"East Asia & Pacific","hepbb","2003.0","2.0"
"East Asia & Pacific","hib3","2003.0","1.0"
"East Asia & Pacific","mcv1","2003.0","84.0"
"East Asia & Pacific","mcv2","2003.0","8.0"
"East Asia & Pacific","pol3","2003.0","87.0"
"East Asia & Pacific","rcv1","2003.0","11.0"
"Eastern & Southern Africa","bcg","2003.0","77.0"
"Eastern & Southern Africa","dtp1","2003.0","79.0"
"Eastern & Southern Africa","dtp3","2003.0","64.0"
"Eastern & Southern Africa","hepb3","2003.0","41.0"
"Eastern & Southern Africa","hepbb","2003.0","0.0"
"Eastern & Southern Africa","hib3","2003.0","21.0"
"Eastern & Southern Africa","mcv1","2003.0","64.0"
"Eastern & Southern Africa","mcv2","2003.0","4.0"
"Eastern & Southern Africa","pol3","2003.0","67.0"
"Eastern & Southern Africa","rcv1","2003.0","0.0"
"Eastern & Southern Africa","yfv","2003.0","3.0"
"Eastern Europe & Central Asia","bcg","2003.0","95.0"
"Eastern Europe & Central Asia","dtp1","2003.0","91.0"
"Eastern Europe & Central Asia","dtp3","2003.0","87.0"
"Eastern Europe & Central Asia","hepb3","2003.0","80.0"
"Eastern Europe & Central Asia","hepbb","2003.0","59.0"
"Eastern Europe & Central Asia","hib3","2003.0","1.0"
"Eastern Europe & Central Asia","mcv1","2003.0","91.0"
"Eastern Europe & Central Asia","mcv2","2003.0","95.0"
"Eastern Europe & Central Asia","pol3","2003.0","88.0"
"Eastern Europe & Central Asia","rcv1","2003.0","51.0"
"Latin America & Caribbean","bcg","2003.0","97.0"
"Latin America & Caribbean","dtp1","2003.0","96.0"
"Latin America & Caribbean","dtp3","2003.0","93.0"
"Latin America & Caribbean","hepb3","2003.0","82.0"
"Latin America & Caribbean","hepbb","2003.0","36.0"
"Latin America & Caribbean","hib3","2003.0","82.0"
"Latin America & Caribbean","mcv1","2003.0","94.0"
"Latin America & Caribbean","mcv2","2003.0","55.0"
"Latin America & Caribbean","pol3","2003.0","94.0"
"Latin America & Caribbean","rcv1","2003.0","91.0"
"Latin America & Caribbean","yfv","2003.0","32.0"
"Middle East & North Africa","bcg","2003.0","93.0"
"Middle East & North Africa","dtp1","2003.0","93.0"
"Middle East & North Africa","dtp3","2003.0","89.0"
"Middle East & North Africa","hepb3","2003.0","79.0"
"Middle East & North Africa","hepbb","2003.0","27.0"
"Middle East & North Africa","hib3","2003.0","21.0"
"Middle East & North Africa","mcv1","2003.0","89.0"
"Middle East & North Africa","mcv2","2003.0","72.0"
"Middle East & North Africa","pol3","2003.0","89.0"
"Middle East & North Africa","rcv1","2003.0","49.0"
"North America","dtp1","2003.0","99.0"
"North America","dtp3","2003.0","96.0"
"North America","hepb3","2003.0","86.0"
"North America","hepbb","2003.0","36.0"
"North America","hib3","2003.0","94.0"
"North America","mcv1","2003.0","93.0"
"North America","mcv2","2003.0","79.0"
"North America","pol3","2003.0","91.0"
"North America","rcv1","2003.0","93.0"
"South Asia","bcg","2003.0","78.0"
"South Asia","dtp1","2003.0","77.0"
"South Asia","dtp3","2003.0","64.0"
"South Asia","hepb3","2003.0","9.0"
"South Asia","hepbb","2003.0","0.0"
"South Asia","hib3","2003.0","0.0"
"South Asia","mcv1","2003.0","62.0"
"South Asia","mcv2","2003.0","1.0"
"South Asia","pol3","2003.0","61.0"
"South Asia","rcv1","2003.0","1.0"
"West & Central Africa","bcg","2003.0","61.0"
"West & Central Africa","dtp1","2003.0","60.0"
"West & Central Africa","dtp3","2003.0","46.0"
"West & Central Africa","hepb3","2003.0","12.0"
"West & Central Africa","hepbb","2003.0","0.0"
"West & Central Africa","hib3","2003.0","4.0"
"West & Central Africa","mcv1","2003.0","49.0"
"West & Central Africa","mcv2","2003.0","0.0"
"West & Central Africa","pol3","2003.0","54.0"
"West & Central Africa","rcv1","2003.0","0.0"
"West & Central Africa","yfv","2003.0","20.0"
"Western Europe","bcg","2003.0","85.0"
"Western Europe","dtp1","2003.0","98.0"
"Western Europe","dtp3","2003.0","96.0"
"Western Europe","hepb3","2003.0","54.0"
"Western Europe","hepbb","2003.0","10.0"
"Western Europe","hib3","2003.0","84.0"
"Western Europe","mcv1","2003.0","90.0"
"Western Europe","mcv2","2003.0","50.0"
"Western Europe","pol3","2003.0","96.0"
"Western Europe","rcv1","2003.0","90.0"
"Global","bcg","2002.0","80.0"
"Global","dtp1","2002.0","83.0"
"Global","dtp3","2002.0","73.0"
"Global","hepb3","2002.0","38.0"
"Global","hepbb","2002.0","7.0"
"Global","hib3","2002.0","17.0"
"Global","mcv1","2002.0","72.0"
"Global","mcv2","2002.0","20.0"
"Global","pol3","2002.0","74.0"
"Global","rcv1","2002.0","22.0"
"Global","yfv","2002.0","12.0"
"East Asia & Pacific","bcg","2002.0","85.0"
"East Asia & Pacific","dtp1","2002.0","91.0"
"East Asia & Pacific","dtp3","2002.0","82.0"
"East Asia & Pacific","hepb3","2002.0","58.0"
"East Asia & Pacific","hepbb","2002.0","2.0"
"East Asia & Pacific","hib3","2002.0","1.0"
"East Asia & Pacific","mcv1","2002.0","84.0"
"East Asia & Pacific","mcv2","2002.0","5.0"
"East Asia & Pacific","pol3","2002.0","85.0"
"East Asia & Pacific","rcv1","2002.0","11.0"
"Eastern & Southern Africa","bcg","2002.0","77.0"
"Eastern & Southern Africa","dtp1","2002.0","77.0"
"Eastern & Southern Africa","dtp3","2002.0","62.0"
"Eastern & Southern Africa","hepb3","2002.0","39.0"
"Eastern & Southern Africa","hepbb","2002.0","0.0"
"Eastern & Southern Africa","hib3","2002.0","19.0"
"Eastern & Southern Africa","mcv1","2002.0","63.0"
"Eastern & Southern Africa","mcv2","2002.0","4.0"
"Eastern & Southern Africa","pol3","2002.0","66.0"
"Eastern & Southern Africa","rcv1","2002.0","0.0"
"Eastern & Southern Africa","yfv","2002.0","2.0"
"Eastern Europe & Central Asia","bcg","2002.0","95.0"
"Eastern Europe & Central Asia","dtp1","2002.0","93.0"
"Eastern Europe & Central Asia","dtp3","2002.0","91.0"
"Eastern Europe & Central Asia","hepb3","2002.0","71.0"
"Eastern Europe & Central Asia","hepbb","2002.0","38.0"
"Eastern Europe & Central Asia","hib3","2002.0","1.0"
"Eastern Europe & Central Asia","mcv1","2002.0","92.0"
"Eastern Europe & Central Asia","mcv2","2002.0","90.0"
"Eastern Europe & Central Asia","pol3","2002.0","91.0"
"Eastern Europe & Central Asia","rcv1","2002.0","49.0"
"Latin America & Caribbean","bcg","2002.0","95.0"
"Latin America & Caribbean","dtp1","2002.0","96.0"
"Latin America & Caribbean","dtp3","2002.0","91.0"
"Latin America & Caribbean","hepb3","2002.0","73.0"
"Latin America & Caribbean","hepbb","2002.0","33.0"
"Latin America & Caribbean","hib3","2002.0","76.0"
"Latin America & Caribbean","mcv1","2002.0","93.0"
"Latin America & Caribbean","mcv2","2002.0","57.0"
"Latin America & Caribbean","pol3","2002.0","92.0"
"Latin America & Caribbean","rcv1","2002.0","86.0"
"Latin America & Caribbean","yfv","2002.0","18.0"
"Middle East & North Africa","bcg","2002.0","92.0"
"Middle East & North Africa","dtp1","2002.0","94.0"
"Middle East & North Africa","dtp3","2002.0","90.0"
"Middle East & North Africa","hepb3","2002.0","78.0"
"Middle East & North Africa","hepbb","2002.0","28.0"
"Middle East & North Africa","hib3","2002.0","18.0"
"Middle East & North Africa","mcv1","2002.0","89.0"
"Middle East & North Africa","mcv2","2002.0","73.0"
"Middle East & North Africa","pol3","2002.0","90.0"
"Middle East & North Africa","rcv1","2002.0","49.0"
"North America","dtp1","2002.0","97.0"
"North America","dtp3","2002.0","94.0"
"North America","hepb3","2002.0","81.0"
"North America","hepbb","2002.0","19.0"
"North America","hib3","2002.0","93.0"
"North America","mcv1","2002.0","91.0"
"North America","mcv2","2002.0","79.0"
"North America","pol3","2002.0","90.0"
"North America","rcv1","2002.0","91.0"
"South Asia","bcg","2002.0","77.0"
"South Asia","dtp1","2002.0","76.0"
"South Asia","dtp3","2002.0","62.0"
"South Asia","hepb3","2002.0","0.0"
"South Asia","hepbb","2002.0","0.0"
"South Asia","hib3","2002.0","0.0"
"South Asia","mcv1","2002.0","58.0"
"South Asia","mcv2","2002.0","1.0"
"South Asia","pol3","2002.0","61.0"
"South Asia","rcv1","2002.0","1.0"
"West & Central Africa","bcg","2002.0","58.0"
"West & Central Africa","dtp1","2002.0","58.0"
"West & Central Africa","dtp3","2002.0","43.0"
"West & Central Africa","hepb3","2002.0","7.0"
"West & Central Africa","hepbb","2002.0","0.0"
"West & Central Africa","hib3","2002.0","4.0"
"West & Central Africa","mcv1","2002.0","44.0"
"West & Central Africa","mcv2","2002.0","0.0"
"West & Central Africa","pol3","2002.0","50.0"
"West & Central Africa","rcv1","2002.0","0.0"
"West & Central Africa","yfv","2002.0","17.0"
"Western Europe","bcg","2002.0","86.0"
"Western Europe","dtp1","2002.0","98.0"
"Western Europe","dtp3","2002.0","95.0"
"Western Europe","hepb3","2002.0","53.0"
"Western Europe","hepbb","2002.0","10.0"
"Western Europe","hib3","2002.0","83.0"
"Western Europe","mcv1","2002.0","90.0"
"Western Europe","mcv2","2002.0","49.0"
"Western Europe","pol3","2002.0","96.0"
"Western Europe","rcv1","2002.0","90.0"
"Global","bcg","2001.0","80.0"
"Global","dtp1","2001.0","83.0"
"Global","dtp3","2001.0","73.0"
"Global","hepb3","2001.0","32.0"
"Global","hepbb","2001.0","6.0"
"Global","hib3","2001.0","14.0"
"Global","mcv1","2001.0","73.0"
"Global","mcv2","2001.0","19.0"
"Global","pol3","2001.0","73.0"
"Global","rcv1","2001.0","22.0"
"Global","yfv","2001.0","13.0"
"East Asia & Pacific","bcg","2001.0","85.0"
"East Asia & Pacific","dtp1","2001.0","92.0"
"East Asia & Pacific","dtp3","2001.0","84.0"
"East Asia & Pacific","hepb3","2001.0","56.0"
"East Asia & Pacific","hepbb","2001.0","2.0"
"East Asia & Pacific","hib3","2001.0","1.0"
"East Asia & Pacific","mcv1","2001.0","84.0"
"East Asia & Pacific","mcv2","2001.0","4.0"
"East Asia & Pacific","pol3","2001.0","84.0"
"East Asia & Pacific","rcv1","2001.0","11.0"
"Eastern & Southern Africa","bcg","2001.0","77.0"
"Eastern & Southern Africa","dtp1","2001.0","76.0"
"Eastern & Southern Africa","dtp3","2001.0","62.0"
"Eastern & Southern Africa","hepb3","2001.0","9.0"
"Eastern & Southern Africa","hepbb","2001.0","0.0"
"Eastern & Southern Africa","hib3","2001.0","5.0"
"Eastern & Southern Africa","mcv1","2001.0","62.0"
"Eastern & Southern Africa","mcv2","2001.0","4.0"
"Eastern & Southern Africa","pol3","2001.0","64.0"
"Eastern & Southern Africa","rcv1","2001.0","0.0"
"Eastern & Southern Africa","yfv","2001.0","2.0"
"Eastern Europe & Central Asia","bcg","2001.0","96.0"
"Eastern Europe & Central Asia","dtp1","2001.0","96.0"
"Eastern Europe & Central Asia","dtp3","2001.0","93.0"
"Eastern Europe & Central Asia","hepb3","2001.0","47.0"
"Eastern Europe & Central Asia","hepbb","2001.0","17.0"
"Eastern Europe & Central Asia","hib3","2001.0","0.0"
"Eastern Europe & Central Asia","mcv1","2001.0","94.0"
"Eastern Europe & Central Asia","mcv2","2001.0","89.0"
"Eastern Europe & Central Asia","pol3","2001.0","94.0"
"Eastern Europe & Central Asia","rcv1","2001.0","43.0"
"Latin America & Caribbean","bcg","2001.0","95.0"
"Latin America & Caribbean","dtp1","2001.0","95.0"
"Latin America & Caribbean","dtp3","2001.0","90.0"
"Latin America & Caribbean","hepb3","2001.0","68.0"
"Latin America & Caribbean","hepbb","2001.0","34.0"
"Latin America & Caribbean","hib3","2001.0","72.0"
"Latin America & Caribbean","mcv1","2001.0","95.0"
"Latin America & Caribbean","mcv2","2001.0","61.0"
"Latin America & Caribbean","pol3","2001.0","92.0"
"Latin America & Caribbean","rcv1","2001.0","87.0"
"Latin America & Caribbean","yfv","2001.0","28.0"
"Middle East & North Africa","bcg","2001.0","93.0"
"Middle East & North Africa","dtp1","2001.0","95.0"
"Middle East & North Africa","dtp3","2001.0","91.0"
"Middle East & North Africa","hepb3","2001.0","77.0"
"Middle East & North Africa","hepbb","2001.0","27.0"
"Middle East & North Africa","hib3","2001.0","10.0"
"Middle East & North Africa","mcv1","2001.0","90.0"
"Middle East & North Africa","mcv2","2001.0","72.0"
"Middle East & North Africa","pol3","2001.0","91.0"
"Middle East & North Africa","rcv1","2001.0","50.0"
"North America","dtp1","2001.0","98.0"
"North America","dtp3","2001.0","94.0"
"North America","hepb3","2001.0","82.0"
"North America","hepbb","2001.0","0.0"
"North America","hib3","2001.0","93.0"
"North America","mcv1","2001.0","91.0"
"North America","mcv2","2001.0","79.0"
"North America","pol3","2001.0","89.0"
"North America","rcv1","2001.0","91.0"
"South Asia","bcg","2001.0","77.0"
"South Asia","dtp1","2001.0","76.0"
"South Asia","dtp3","2001.0","62.0"
"South Asia","hepb3","2001.0","0.0"
"South Asia","hepbb","2001.0","0.0"
"South Asia","hib3","2001.0","0.0"
"South Asia","mcv1","2001.0","59.0"
"South Asia","mcv2","2001.0","0.0"
"South Asia","pol3","2001.0","61.0"
"South Asia","rcv1","2001.0","1.0"
"West & Central Africa","bcg","2001.0","58.0"
"West & Central Africa","dtp1","2001.0","57.0"
"West & Central Africa","dtp3","2001.0","40.0"
"West & Central Africa","hepb3","2001.0","1.0"
"West & Central Africa","hepbb","2001.0","0.0"
"West & Central Africa","hib3","2001.0","0.0"
"West & Central Africa","mcv1","2001.0","43.0"
"West & Central Africa","mcv2","2001.0","0.0"
"West & Central Africa","pol3","2001.0","45.0"
"West & Central Africa","rcv1","2001.0","0.0"
"West & Central Africa","yfv","2001.0","13.0"
"Western Europe","bcg","2001.0","86.0"
"Western Europe","dtp1","2001.0","98.0"
"Western Europe","dtp3","2001.0","95.0"
"Western Europe","hepb3","2001.0","50.0"
"Western Europe","hepbb","2001.0","10.0"
"Western Europe","hib3","2001.0","79.0"
"Western Europe","mcv1","2001.0","89.0"
"Western Europe","mcv2","2001.0","34.0"
"Western Europe","pol3","2001.0","95.0"
"Western Europe","rcv1","2001.0","89.0"
"Global","bcg","2000.0","80.0"
"Global","dtp1","2000.0","83.0"
"Global","dtp3","2000.0","72.0"
"Global","hepb3","2000.0","30.0"
"Global","hepbb","2000.0","5.0"
"Global","hib3","2000.0","13.0"
"Global","mcv1","2000.0","72.0"
"Global","mcv2","2000.0","18.0"
"Global","pol3","2000.0","73.0"
"Global","rcv1","2000.0","21.0"
"Global","yfv","2000.0","11.0"
"East Asia & Pacific","bcg","2000.0","85.0"
"East Asia & Pacific","dtp1","2000.0","92.0"
"East Asia & Pacific","dtp3","2000.0","83.0"
"East Asia & Pacific","hepb3","2000.0","50.0"
"East Asia & Pacific","hepbb","2000.0","2.0"
"East Asia & Pacific","hib3","2000.0","1.0"
"East Asia & Pacific","mcv1","2000.0","84.0"
"East Asia & Pacific","mcv2","2000.0","4.0"
"East Asia & Pacific","pol3","2000.0","84.0"
"East Asia & Pacific","rcv1","2000.0","11.0"
"Eastern & Southern Africa","bcg","2000.0","74.0"
"Eastern & Southern Africa","dtp1","2000.0","74.0"
"Eastern & Southern Africa","dtp3","2000.0","59.0"
"Eastern & Southern Africa","hepb3","2000.0","8.0"
"Eastern & Southern Africa","hepbb","2000.0","0.0"
"Eastern & Southern Africa","hib3","2000.0","6.0"
"Eastern & Southern Africa","mcv1","2000.0","60.0"
"Eastern & Southern Africa","mcv2","2000.0","5.0"
"Eastern & Southern Africa","pol3","2000.0","63.0"
"Eastern & Southern Africa","rcv1","2000.0","0.0"
"Eastern & Southern Africa","yfv","2000.0","2.0"
"Eastern Europe & Central Asia","bcg","2000.0","96.0"
"Eastern Europe & Central Asia","dtp1","2000.0","95.0"
"Eastern Europe & Central Asia","dtp3","2000.0","93.0"
"Eastern Europe & Central Asia","hepb3","2000.0","33.0"
"Eastern Europe & Central Asia","hepbb","2000.0","13.0"
"Eastern Europe & Central Asia","hib3","2000.0","0.0"
"Eastern Europe & Central Asia","mcv1","2000.0","93.0"
"Eastern Europe & Central Asia","mcv2","2000.0","63.0"
"Eastern Europe & Central Asia","pol3","2000.0","93.0"
"Eastern Europe & Central Asia","rcv1","2000.0","32.0"
"Latin America & Caribbean","bcg","2000.0","96.0"
"Latin America & Caribbean","dtp1","2000.0","96.0"
"Latin America & Caribbean","dtp3","2000.0","91.0"
"Latin America & Caribbean","hepb3","2000.0","65.0"
"Latin America & Caribbean","hepbb","2000.0","32.0"
"Latin America & Caribbean","hib3","2000.0","69.0"
"Latin America & Caribbean","mcv1","2000.0","93.0"
"Latin America & Caribbean","mcv2","2000.0","60.0"
"Latin America & Caribbean","pol3","2000.0","91.0"
"Latin America & Caribbean","rcv1","2000.0","82.0"
"Latin America & Caribbean","yfv","2000.0","24.0"
"Middle East & North Africa","bcg","2000.0","95.0"
"Middle East & North Africa","dtp1","2000.0","95.0"
"Middle East & North Africa","dtp3","2000.0","91.0"
"Middle East & North Africa","hepb3","2000.0","73.0"
"Middle East & North Africa","hepbb","2000.0","21.0"
"Middle East & North Africa","hib3","2000.0","3.0"
"Middle East & North Africa","mcv1","2000.0","91.0"
"Middle East & North Africa","mcv2","2000.0","57.0"
"Middle East & North Africa","pol3","2000.0","92.0"
"Middle East & North Africa","rcv1","2000.0","44.0"
"North America","dtp1","2000.0","99.0"
"North America","dtp3","2000.0","94.0"
"North America","hepb3","2000.0","83.0"
"North America","hepbb","2000.0","0.0"
"North America","hib3","2000.0","93.0"
"North America","mcv1","2000.0","91.0"
"North America","mcv2","2000.0","78.0"
"North America","pol3","2000.0","90.0"
"North America","rcv1","2000.0","91.0"
"South Asia","bcg","2000.0","75.0"
"South Asia","dtp1","2000.0","75.0"
"South Asia","dtp3","2000.0","60.0"
"South Asia","hepb3","2000.0","0.0"
"South Asia","hepbb","2000.0","0.0"
"South Asia","hib3","2000.0","0.0"
"South Asia","mcv1","2000.0","58.0"
"South Asia","mcv2","2000.0","0.0"
"South Asia","pol3","2000.0","60.0"
"South Asia","rcv1","2000.0","1.0"
"West & Central Africa","bcg","2000.0","61.0"
"West & Central Africa","dtp1","2000.0","57.0"
"West & Central Africa","dtp3","2000.0","43.0"
"West & Central Africa","hepb3","2000.0","0.0"
"West & Central Africa","hepbb","2000.0","0.0"
"West & Central Africa","hib3","2000.0","0.0"
"West & Central Africa","mcv1","2000.0","45.0"
"West & Central Africa","mcv2","2000.0","0.0"
"West & Central Africa","pol3","2000.0","44.0"
"West & Central Africa","rcv1","2000.0","0.0"
"West & Central Africa","yfv","2000.0","12.0"
"Western Europe","bcg","2000.0","86.0"
"Western Europe","dtp1","2000.0","97.0"
"Western Europe","dtp3","2000.0","93.0"
"Western Europe","hepb3","2000.0","49.0"
"Western Europe","hepbb","2000.0","10.0"
"Western Europe","hib3","2000.0","76.0"
"Western Europe","mcv1","2000.0","88.0"
"Western Europe","mcv2","2000.0","31.0"
"Western Europe","pol3","2000.0","95.0"
"Western Europe","rcv1","2000.0","88.0"
"Global","bcg","1999.0","80.0"
"Global","dtp1","1999.0","83.0"
"Global","dtp3","1999.0","72.0"
"Global","hepb3","1999.0","18.0"
"Global","hib3","1999.0","8.0"
"Global","mcv1","1999.0","71.0"
"Global","pol3","1999.0","73.0"
"Global","rcv1","1999.0","17.0"
"Global","yfv","1999.0","10.0"
"East Asia & Pacific","bcg","1999.0","85.0"
"East Asia & Pacific","dtp1","1999.0","92.0"
"East Asia & Pacific","dtp3","1999.0","83.0"
"East Asia & Pacific","hepb3","1999.0","20.0"
"East Asia & Pacific","hib3","1999.0","1.0"
"East Asia & Pacific","mcv1","1999.0","84.0"
"East Asia & Pacific","pol3","1999.0","86.0"
"East Asia & Pacific","rcv1","1999.0","11.0"
"Eastern & Southern Africa","bcg","1999.0","75.0"
"Eastern & Southern Africa","dtp1","1999.0","73.0"
"Eastern & Southern Africa","dtp3","1999.0","57.0"
"Eastern & Southern Africa","hepb3","1999.0","7.0"
"Eastern & Southern Africa","hib3","1999.0","0.0"
"Eastern & Southern Africa","mcv1","1999.0","59.0"
"Eastern & Southern Africa","pol3","1999.0","65.0"
"Eastern & Southern Africa","rcv1","1999.0","0.0"
"Eastern & Southern Africa","yfv","1999.0","2.0"
"Eastern Europe & Central Asia","bcg","1999.0","95.0"
"Eastern Europe & Central Asia","dtp1","1999.0","95.0"
"Eastern Europe & Central Asia","dtp3","1999.0","91.0"
"Eastern Europe & Central Asia","hepb3","1999.0","11.0"
"Eastern Europe & Central Asia","hib3","1999.0","0.0"
"Eastern Europe & Central Asia","mcv1","1999.0","91.0"
"Eastern Europe & Central Asia","pol3","1999.0","91.0"
"Eastern Europe & Central Asia","rcv1","1999.0","7.0"
"Latin America & Caribbean","bcg","1999.0","96.0"
"Latin America & Caribbean","dtp1","1999.0","97.0"
"Latin America & Caribbean","dtp3","1999.0","89.0"
"Latin America & Caribbean","hepb3","1999.0","36.0"
"Latin America & Caribbean","hib3","1999.0","17.0"
"Latin America & Caribbean","mcv1","1999.0","92.0"
"Latin America & Caribbean","pol3","1999.0","91.0"
"Latin America & Caribbean","rcv1","1999.0","49.0"
"Latin America & Caribbean","yfv","1999.0","22.0"
"Middle East & North Africa","bcg","1999.0","94.0"
"Middle East & North Africa","dtp1","1999.0","95.0"
"Middle East & North Africa","dtp3","1999.0","90.0"
"Middle East & North Africa","hepb3","1999.0","67.0"
"Middle East & North Africa","hib3","1999.0","3.0"
"Middle East & North Africa","mcv1","1999.0","91.0"
"Middle East & North Africa","pol3","1999.0","91.0"
"Middle East & North Africa","rcv1","1999.0","40.0"
"North America","dtp1","1999.0","99.0"
"North America","dtp3","1999.0","96.0"
"North America","hepb3","1999.0","81.0"
"North America","hib3","1999.0","94.0"
"North America","mcv1","1999.0","92.0"
"North America","pol3","1999.0","90.0"
"North America","rcv1","1999.0","92.0"
"South Asia","bcg","1999.0","75.0"
"South Asia","dtp1","1999.0","75.0"
"South Asia","dtp3","1999.0","60.0"
"South Asia","hepb3","1999.0","0.0"
"South Asia","hib3","1999.0","0.0"
"South Asia","mcv1","1999.0","58.0"
"South Asia","pol3","1999.0","60.0"
"South Asia","rcv1","1999.0","1.0"
"West & Central Africa","bcg","1999.0","57.0"
"West & Central Africa","dtp1","1999.0","55.0"
"West & Central Africa","dtp3","1999.0","39.0"
"West & Central Africa","hepb3","1999.0","0.0"
"West & Central Africa","hib3","1999.0","0.0"
"West & Central Africa","mcv1","1999.0","40.0"
"West & Central Africa","pol3","1999.0","38.0"
"West & Central Africa","rcv1","1999.0","0.0"
"West & Central Africa","yfv","1999.0","10.0"
"Western Europe","bcg","1999.0","86.0"
"Western Europe","dtp1","1999.0","98.0"
"Western Europe","dtp3","1999.0","95.0"
"Western Europe","hepb3","1999.0","47.0"
"Western Europe","hib3","1999.0","68.0"
"Western Europe","mcv1","1999.0","88.0"
"Western Europe","pol3","1999.0","95.0"
"Western Europe","rcv1","1999.0","88.0"
"Global","bcg","1998.0","79.0"
"Global","dtp1","1998.0","84.0"
"Global","dtp3","1998.0","72.0"
"Global","hepb3","1998.0","15.0"
"Global","hib3","1998.0","7.0"
"Global","mcv1","1998.0","71.0"
"Global","pol3","1998.0","73.0"
"Global","rcv1","1998.0","15.0"
"Global","yfv","1998.0","9.0"
"East Asia & Pacific","bcg","1998.0","85.0"
"East Asia & Pacific","dtp1","1998.0","92.0"
"East Asia & Pacific","dtp3","1998.0","82.0"
"East Asia & Pacific","hepb3","1998.0","20.0"
"East Asia & Pacific","hib3","1998.0","1.0"
"East Asia & Pacific","mcv1","1998.0","83.0"
"East Asia & Pacific","pol3","1998.0","86.0"
"East Asia & Pacific","rcv1","1998.0","11.0"
"Eastern & Southern Africa","bcg","1998.0","75.0"
"Eastern & Southern Africa","dtp1","1998.0","78.0"
"Eastern & Southern Africa","dtp3","1998.0","61.0"
"Eastern & Southern Africa","hepb3","1998.0","7.0"
"Eastern & Southern Africa","hib3","1998.0","0.0"
"Eastern & Southern Africa","mcv1","1998.0","62.0"
